0,2.370,9.375
0,3.221,10.547
0,3.729,11.198
0,4.637,12.305
0,5.352,12.656
0,5.352,11.979
0,5.151,11.607
0,5.048,11.426
0,5.191,11.545
0,5.434,11.562
0,6.360,11.577
0,6.515,11.198
0,6.644,11.238
0,6.545,11.105
0,6.380,11.094
0,6.326,11.084
0,6.183,11.075
0,6.046,11.111
0,5.990,11.143
0,5.861,11.094
0,5.722,11.161
0,5.635,11.080
0,5.549,11.005
0,5.444,10.938
0,5.334,10.844
0,5.235,10.877
0,5.137,10.966
0,5.054,10.993
0,4.965,10.722
0,4.880,10.599
0,4.805,10.509
0,4.730,10.547
0,4.657,10.677
0,4.611,10.685
0,4.552,10.625
0,4.494,10.525
0,4.441,10.536
0,4.395,10.567
0,4.348,10.597
0,4.301,10.488
0,4.254,10.556
0,4.209,10.547
0,4.173,10.538
0,4.133,10.582
0,4.097,10.538
0,4.058,10.615
0,4.026,10.655
0,3.993,10.693
0,3.960,10.746
0,3.927,10.875
0,3.895,10.892
0,3.870,10.817
0,3.844,10.820
0,3.820,10.749
0,3.794,10.724
0,3.769,10.812
0,3.745,10.855
0,3.722,10.857
0,3.698,10.845
0,3.675,10.898
0,3.654,10.989
0,3.632,11.139
0,3.609,11.285
0,3.589,11.304
0,3.570,11.358
0,3.552,11.399
0,3.536,11.486
0,3.519,11.650
0,3.500,11.673
0,3.482,11.775
0,3.468,11.884
0,3.451,12.023
0,3.434,12.115
0,3.417,12.152
0,3.403,12.198
0,3.390,12.253
0,3.377,12.317
0,3.361,12.480
0,3.347,12.520
0,3.333,12.568
0,3.319,12.645
0,3.306,12.671
0,3.294,12.698
0,3.282,12.751
0,3.269,12.803
0,3.256,12.872
0,3.244,12.922
0,3.232,12.979
0,3.220,13.053
0,3.210,13.082
0,3.200,13.187
0,3.191,13.247
0,3.182,13.222
0,3.172,13.265
0,3.162,13.314
0,3.151,13.420
0,3.141,13.499
0,3.132,13.544
0,3.123,13.605
0,3.115,13.578
0,3.105,13.683
0,3.096,13.748
0,3.087,13.827
0,3.078,13.867
0,3.070,13.958
0,3.061,14.092
0,3.053,14.157
0,3.044,14.229
0,3.035,14.349
0,3.026,14.411
0,3.017,14.520
0,3.010,14.558
0,3.002,14.602
0,2.994,14.666
0,2.986,14.735
0,2.978,14.817
0,2.970,14.937
0,2.964,14.976
0,2.956,15.028
0,2.950,15.039
0,2.944,15.083
0,2.937,15.170
0,2.930,15.212
0,2.923,15.228
0,2.917,15.244
0,2.910,15.309
0,2.904,15.342
0,2.897,15.393
0,2.891,15.425
0,2.884,15.487
0,2.878,15.577
0,2.872,15.613
0,2.865,15.666
0,2.859,15.712
0,2.852,15.810
0,2.847,15.849
0,2.841,15.904
0,2.835,15.925
