0,2.349,10.938
0,4.152,10.156
0,5.195,9.896
0,6.130,8.594
0,6.945,9.688
0,6.942,10.156
0,6.592,10.938
0,6.335,11.328
0,6.304,11.458
0,6.316,11.719
0,6.270,11.790
0,6.032,12.370
0,5.976,12.139
0,5.822,12.165
0,5.630,12.396
0,5.473,12.109
0,5.375,11.857
0,5.214,11.632
0,5.078,11.760
0,5.024,11.875
0,4.900,11.830
0,4.819,11.648
0,4.744,11.549
0,4.688,11.458
0,4.597,11.500
0,4.554,11.478
0,4.486,11.458
0,4.451,11.328
0,4.409,11.369
0,4.339,11.354
0,4.275,11.089
0,4.234,11.084
0,4.184,11.032
0,4.145,10.892
0,4.101,10.848
0,4.052,10.894
0,4.002,11.191
0,3.967,11.266
0,3.926,11.418
0,3.900,11.406
0,3.869,11.433
0,3.839,11.570
0,3.806,11.664
0,3.772,11.648
0,3.742,11.736
0,3.717,11.855
0,3.691,11.735
0,3.664,11.686
0,3.641,11.575
0,3.614,11.500
0,3.591,11.612
0,3.571,11.569
0,3.549,11.616
0,3.529,11.516
0,3.508,11.506
0,3.486,11.579
0,3.471,11.486
0,3.451,11.584
0,3.433,11.547
0,3.414,11.615
0,3.395,11.603
0,3.376,11.593
0,3.361,11.533
0,3.352,11.499
0,3.337,11.418
0,3.321,11.435
0,3.306,11.451
0,3.293,11.443
0,3.280,11.458
0,3.266,11.496
0,3.254,11.532
0,3.241,11.567
0,3.231,11.558
0,3.221,11.529
0,3.209,11.583
0,3.198,11.678
0,3.189,11.627
0,3.177,11.579
0,3.166,11.551
0,3.155,11.602
0,3.143,11.786
0,3.134,11.776
0,3.124,11.785
0,3.113,11.812
0,3.104,11.875
0,3.093,11.900
0,3.083,11.907
0,3.074,11.950
0,3.065,11.973
0,3.057,11.979
0,3.050,12.002
0,3.041,12.041
0,3.032,12.114
0,3.025,12.168
0,3.019,12.171
0,3.012,12.191
0,3.004,12.178
0,2.995,12.293
0,2.988,12.295
0,2.981,12.328
0,2.973,12.361
0,2.965,12.393
0,2.958,12.409
0,2.952,12.410
0,2.945,12.485
0,2.938,12.544
0,2.932,12.631
0,2.925,12.688
0,2.919,12.701
0,2.913,12.756
0,2.906,12.838
0,2.899,12.877
0,2.892,12.984
0,2.886,13.021
0,2.880,12.962
0,2.873,13.012
0,2.867,13.061
0,2.861,13.122
0,2.856,13.157
0,2.850,13.164
0,2.845,13.184
0,2.838,13.268
0,2.833,13.249
0,2.828,13.256
0,2.822,13.338
0,2.817,13.343
0,2.812,13.324
0,2.805,13.379
0,2.800,13.433
0,2.797,13.450
0,2.791,13.538
0,2.787,13.494
0,2.783,13.499
0,2.777,13.526
0,2.772,13.611
0,2.767,13.660
0,2.761,13.732
0,2.758,13.757
0,2.752,13.815
0,2.747,13.929
0,2.743,13.918
0,2.739,13.919
0,2.735,14.041
0,2.731,13.997
0,2.726,14.041
0,2.721,14.073
0,2.717,14.052
0,2.712,14.062
